Complexity metrics,星期日, 29 十一月 2015 12:47:30 CST
Method,eV(g),iV(g),V'(g),V(g)
"org.broadleafcommerce.cms.admin.server.handler.PageTemplateCustomPersistenceHandler.getFieldGroups(Page,PageTemplate)",1,5,5,5
"org.broadleafcommerce.cms.admin.server.handler.PageTemplateCustomPersistenceHandler.getFieldGroups(PersistencePackage,DynamicEntityDao)",1,2,2,2
"org.broadleafcommerce.cms.admin.server.handler.PageTemplateCustomPersistenceHandler.getSandBox()",1,1,1,1
"org.broadleafcommerce.cms.admin.server.handler.PageTemplateCustomPersistenceHandler.inspect(PersistencePackage,DynamicEntityDao,InspectHelper)",1,1,1,1
"org.broadleafcommerce.cms.admin.server.handler.PageTemplateCustomPersistenceHandler.update(PersistencePackage,DynamicEntityDao,RecordHelper)",1,1,1,1
"org.broadleafcommerce.cms.admin.server.handler.RequestDTOCustomPersistenceHandler.canHandleInspect(PersistencePackage)",1,1,1,1
"org.broadleafcommerce.cms.admin.server.handler.StructuredContentTypeCustomPersistenceHandler.add(PersistencePackage,DynamicEntityDao,RecordHelper)",1,1,1,1
"org.broadleafcommerce.cms.admin.server.handler.StructuredContentTypeCustomPersistenceHandler.addOrUpdate(PersistencePackage,DynamicEntityDao,RecordHelper)",2,14,19,14
"org.broadleafcommerce.cms.admin.server.handler.StructuredContentTypeCustomPersistenceHandler.canHandleAdd(PersistencePackage)",1,1,1,1
"org.broadleafcommerce.cms.admin.server.handler.StructuredContentTypeCustomPersistenceHandler.canHandleFetch(PersistencePackage)",1,1,1,1
"org.broadleafcommerce.cms.admin.server.handler.StructuredContentTypeCustomPersistenceHandler.canHandleInspect(PersistencePackage)",1,1,1,1
"org.broadleafcommerce.cms.admin.server.handler.StructuredContentTypeCustomPersistenceHandler.canHandleRemove(PersistencePackage)",1,1,1,1
"org.broadleafcommerce.cms.admin.server.handler.StructuredContentTypeCustomPersistenceHandler.canHandleUpdate(PersistencePackage)",1,1,1,1
"org.broadleafcommerce.cms.admin.server.handler.StructuredContentTypeCustomPersistenceHandler.fetch(PersistencePackage,CriteriaTransferObject,DynamicEntityDao,RecordHelper)",1,1,1,1
"org.broadleafcommerce.cms.admin.server.handler.StructuredContentTypeCustomPersistenceHandler.fetchDynamicEntity(Serializable,List<String>,boolean)",1,8,9,8
"org.broadleafcommerce.cms.admin.server.handler.StructuredContentTypeCustomPersistenceHandler.fetchEntityBasedOnId(String,List<String>)",1,1,1,1
"org.broadleafcommerce.cms.admin.server.handler.StructuredContentTypeCustomPersistenceHandler.getFieldContainerClassName()",1,1,1,1
"org.broadleafcommerce.cms.admin.server.handler.StructuredContentTypeCustomPersistenceHandler.inspect(PersistencePackage,DynamicEntityDao,InspectHelper)",1,1,1,1
"org.broadleafcommerce.cms.admin.server.handler.StructuredContentTypeCustomPersistenceHandler.update(PersistencePackage,DynamicEntityDao,RecordHelper)",1,1,1,1
"org.broadleafcommerce.cms.admin.server.handler.TimeDTOCustomPersistenceHandler.canHandleAdd(PersistencePackage)",1,1,1,1
"org.broadleafcommerce.cms.admin.server.handler.TimeDTOCustomPersistenceHandler.canHandleFetch(PersistencePackage)",1,1,1,1
"org.broadleafcommerce.cms.admin.server.handler.TimeDTOCustomPersistenceHandler.canHandleInspect(PersistencePackage)",1,1,1,1
"org.broadleafcommerce.cms.admin.server.handler.TimeDTOCustomPersistenceHandler.canHandleRemove(PersistencePackage)",1,1,1,1
"org.broadleafcommerce.cms.admin.server.handler.TimeDTOCustomPersistenceHandler.canHandleUpdate(PersistencePackage)",1,1,1,1
"org.broadleafcommerce.cms.admin.server.handler.TimeDTOCustomPersistenceHandler.inspect(PersistencePackage,DynamicEntityDao,InspectHelper)",1,1,1,1
"org.broadleafcommerce.cms.admin.web.controller.AdminAssetController.getDefaultEntityType()",1,1,1,1
"org.broadleafcommerce.cms.admin.web.controller.AdminAssetController.getSectionKey(Map<String, String>)",2,2,2,2
"org.broadleafcommerce.cms.admin.web.controller.AdminAssetController.saveEntity(HttpServletRequest,HttpServletResponse,Model,Map<String, String>,String,EntityForm,BindingResult,RedirectAttributes)",1,2,2,2
"org.broadleafcommerce.cms.admin.web.controller.AdminAssetController.viewEntityForm(HttpServletRequest,HttpServletResponse,Model,Map<String, String>,String)",1,1,1,1
"org.broadleafcommerce.cms.admin.web.controller.AdminAssetController.viewEntityList(HttpServletRequest,HttpServletResponse,Model,Map<String, String>,MultiValueMap<String, String>)",3,3,3,3
"org.broadleafcommerce.cms.admin.web.controller.AdminAssetUploadController.chooseMediaForMapKey(HttpServletRequest,HttpServletResponse,Model,String,String,MultiValueMap<String, String>)",1,1,1,1
"org.broadleafcommerce.cms.admin.web.controller.AdminAssetUploadController.chooseMediaForMapKey(HttpServletRequest,HttpServletResponse,Model,String,String,String,MultiValueMap<String, String>)",1,1,1,1
"org.broadleafcommerce.cms.admin.web.controller.AdminAssetUploadController.upload(HttpServletRequest,MultipartFile,String)",1,1,3,2
"org.broadleafcommerce.cms.admin.web.controller.AdminAssetUploadController.upload(HttpServletRequest,MultipartFile,String,String)",1,2,4,3
"org.broadleafcommerce.cms.admin.web.controller.AdminAssetUploadController.upload(HttpServletRequest,MultipartFile,String,String,String)",1,1,1,1
"org.broadleafcommerce.cms.admin.web.controller.AdminPageController.addOnChangeTrigger(EntityForm)",1,1,1,1
"org.broadleafcommerce.cms.admin.web.controller.AdminPageController.attachSectionSpecificInfo(PersistencePackageRequest,Map<String, String>)",1,1,1,1
"org.broadleafcommerce.cms.admin.web.controller.AdminPageController.getDynamicForm(EntityForm,String)",1,1,1,1
"org.broadleafcommerce.cms.admin.web.controller.AdminPageController.getDynamicForm(HttpServletRequest,HttpServletResponse,Model,Map<String, String>,String,String)",1,1,1,1
"org.broadleafcommerce.cms.admin.web.controller.AdminPageController.getSectionKey(Map<String, String>)",2,2,2,2
"org.broadleafcommerce.cms.admin.web.controller.AdminPageController.saveEntity(HttpServletRequest,HttpServletResponse,Model,Map<String, String>,String,EntityForm,BindingResult,RedirectAttributes)",1,7,7,7
"org.broadleafcommerce.cms.admin.web.controller.AdminPageController.viewEntityForm(HttpServletRequest,HttpServletResponse,Model,Map<String, String>,String)",1,1,1,1
"org.broadleafcommerce.cms.admin.web.controller.AdminStructuredContentController.getDynamicForm(HttpServletRequest,HttpServletResponse,Model,Map<String, String>,String,String)",1,1,1,1
"org.broadleafcommerce.cms.admin.web.controller.AdminStructuredContentController.getSectionKey(Map<String, String>)",2,2,2,2
"org.broadleafcommerce.cms.admin.web.controller.AdminStructuredContentController.saveEntity(HttpServletRequest,HttpServletResponse,Model,Map<String, String>,String,EntityForm,BindingResult,RedirectAttributes)",1,2,2,2
"org.broadleafcommerce.cms.admin.web.controller.AdminStructuredContentController.viewEntityForm(HttpServletRequest,HttpServletResponse,Model,Map<String, String>,String)",1,1,1,1
"org.broadleafcommerce.cms.admin.web.service.AssetFormBuilderServiceImpl.addImageThumbnailField(ListGrid,String)",1,2,5,4
"org.broadleafcommerce.cms.common.AssetNotFoundException.AssetNotFoundException()",1,1,1,1
"org.broadleafcommerce.cms.common.AssetNotFoundException.AssetNotFoundException(String)",1,1,1,1
"org.broadleafcommerce.cms.common.AssetNotFoundException.AssetNotFoundException(String,Throwable)",1,1,1,1
"org.broadleafcommerce.cms.common.AssetNotFoundException.AssetNotFoundException(Throwable)",1,1,1,1
"org.broadleafcommerce.cms.field.domain.FieldDefinitionImpl.createOrRetrieveCopyInstance(MultiTenantCopyContext)",2,3,4,4
"org.broadleafcommerce.cms.field.domain.FieldDefinitionImpl.getAdditionalForeignKeyClass()",2,1,3,2
"org.broadleafcommerce.cms.field.domain.FieldDefinitionImpl.getAllowMultiples()",1,1,1,1
"org.broadleafcommerce.cms.field.domain.FieldDefinitionImpl.getColumnWidth()",1,1,1,1
"org.broadleafcommerce.cms.field.domain.FieldDefinitionImpl.getDataDrivenEnumeration()",1,1,1,1
"org.broadleafcommerce.cms.field.domain.FieldDefinitionImpl.getFieldGroup()",1,1,1,1
"org.broadleafcommerce.cms.field.domain.FieldDefinitionImpl.getFieldOrder()",2,1,2,2
"org.broadleafcommerce.cms.field.domain.FieldDefinitionImpl.getFieldType()",3,1,3,3
"org.broadleafcommerce.cms.field.domain.FieldDefinitionImpl.getFriendlyName()",1,1,1,1
"org.broadleafcommerce.cms.field.domain.FieldDefinitionImpl.getHelpText()",1,1,1,1
"org.broadleafcommerce.cms.field.domain.FieldDefinitionImpl.getHiddenFlag()",1,1,1,1
"org.broadleafcommerce.cms.field.domain.FieldDefinitionImpl.getHint()",1,1,1,1
"org.broadleafcommerce.cms.field.domain.FieldDefinitionImpl.getId()",1,1,1,1
"org.broadleafcommerce.cms.field.domain.FieldDefinitionImpl.getMaxLength()",1,1,1,1
"org.broadleafcommerce.cms.field.domain.FieldDefinitionImpl.getName()",1,1,1,1
"org.broadleafcommerce.cms.field.domain.FieldDefinitionImpl.getRequiredFlag()",1,1,1,1
"org.broadleafcommerce.cms.field.domain.FieldDefinitionImpl.getSecurityLevel()",1,1,1,1
"org.broadleafcommerce.cms.field.domain.FieldDefinitionImpl.getTextAreaFlag()",1,1,1,1
"org.broadleafcommerce.cms.field.domain.FieldDefinitionImpl.getTooltip()",1,1,1,1
"org.broadleafcommerce.cms.field.domain.FieldDefinitionImpl.getValidationErrorMesageKey()",1,1,1,1
"org.broadleafcommerce.cms.field.domain.FieldDefinitionImpl.getValidationRegEx()",1,1,1,1
"org.broadleafcommerce.cms.field.domain.FieldDefinitionImpl.setAdditionalForeignKeyClass(String)",2,1,3,2
"org.broadleafcommerce.cms.field.domain.FieldDefinitionImpl.setAllowMultiples(Boolean)",1,1,1,1
"org.broadleafcommerce.cms.field.domain.FieldDefinitionImpl.setColumnWidth(String)",1,1,1,1
"org.broadleafcommerce.cms.field.domain.FieldDefinitionImpl.setDataDrivenEnumeration(DataDrivenEnumeration)",1,1,1,1
"org.broadleafcommerce.cms.field.domain.FieldDefinitionImpl.setFieldGroup(FieldGroup)",1,1,1,1
"org.broadleafcommerce.cms.field.domain.FieldDefinitionImpl.setFieldOrder(int)",1,1,1,1
"org.broadleafcommerce.cms.field.domain.FieldDefinitionImpl.setFieldType(SupportedFieldType)",1,1,1,1
"org.broadleafcommerce.cms.field.domain.FieldDefinitionImpl.setFriendlyName(String)",1,1,1,1
"org.broadleafcommerce.cms.field.domain.FieldDefinitionImpl.setHelpText(String)",1,1,1,1
"org.broadleafcommerce.cms.field.domain.FieldDefinitionImpl.setHiddenFlag(Boolean)",1,1,1,1
"org.broadleafcommerce.cms.field.domain.FieldDefinitionImpl.setHint(String)",1,1,1,1
"org.broadleafcommerce.cms.field.domain.FieldDefinitionImpl.setId(Long)",1,1,1,1
"org.broadleafcommerce.cms.field.domain.FieldDefinitionImpl.setMaxLength(Integer)",1,1,1,1
"org.broadleafcommerce.cms.field.domain.FieldDefinitionImpl.setName(String)",1,1,1,1
"org.broadleafcommerce.cms.field.domain.FieldDefinitionImpl.setRequiredFlag(Boolean)",1,1,1,1
"org.broadleafcommerce.cms.field.domain.FieldDefinitionImpl.setSecurityLevel(String)",1,1,1,1
"org.broadleafcommerce.cms.field.domain.FieldDefinitionImpl.setTextAreaFlag(Boolean)",1,1,1,1
"org.broadleafcommerce.cms.field.domain.FieldDefinitionImpl.setTooltip(String)",1,1,1,1
"org.broadleafcommerce.cms.field.domain.FieldDefinitionImpl.setValidationErrorMesageKey(String)",1,1,1,1
"org.broadleafcommerce.cms.field.domain.FieldDefinitionImpl.setValidationRegEx(String)",1,1,1,1
"org.broadleafcommerce.cms.field.domain.FieldEnumerationImpl.getEnumerationItems()",1,1,1,1
"org.broadleafcommerce.cms.field.domain.FieldEnumerationImpl.getId()",1,1,1,1
"org.broadleafcommerce.cms.field.domain.FieldEnumerationImpl.getName()",1,1,1,1
"org.broadleafcommerce.cms.field.domain.FieldEnumerationImpl.setEnumerationItems(List<FieldEnumerationItem>)",1,1,1,1
"org.broadleafcommerce.cms.field.domain.FieldEnumerationImpl.setId(Long)",1,1,1,1
"org.broadleafcommerce.cms.field.domain.FieldEnumerationImpl.setName(String)",1,1,1,1
"org.broadleafcommerce.cms.field.domain.FieldEnumerationItemImpl.getFieldEnumeration()",1,1,1,1
"org.broadleafcommerce.cms.field.domain.FieldEnumerationItemImpl.getFieldOrder()",1,1,1,1
"org.broadleafcommerce.cms.field.domain.FieldEnumerationItemImpl.getFriendlyName()",1,1,1,1
"org.broadleafcommerce.cms.field.domain.FieldEnumerationItemImpl.getId()",1,1,1,1
"org.broadleafcommerce.cms.field.domain.FieldEnumerationItemImpl.getName()",1,1,1,1
"org.broadleafcommerce.cms.field.domain.FieldEnumerationItemImpl.setFieldEnumeration(FieldEnumeration)",1,1,1,1
"org.broadleafcommerce.cms.field.domain.FieldEnumerationItemImpl.setFieldOrder(int)",1,1,1,1
"org.broadleafcommerce.cms.field.domain.FieldEnumerationItemImpl.setFriendlyName(String)",1,1,1,1
"org.broadleafcommerce.cms.field.domain.FieldEnumerationItemImpl.setId(Long)",1,1,1,1
"org.broadleafcommerce.cms.field.domain.FieldEnumerationItemImpl.setName(String)",1,1,1,1
"org.broadleafcommerce.cms.field.domain.FieldGroupImpl.createOrRetrieveCopyInstance(MultiTenantCopyContext)",2,2,3,3
"org.broadleafcommerce.cms.field.domain.FieldGroupImpl.getFieldDefinitions()",1,1,1,1
"org.broadleafcommerce.cms.field.domain.FieldGroupImpl.getId()",1,1,1,1
"org.broadleafcommerce.cms.field.domain.FieldGroupImpl.getInitCollapsedFlag()",1,1,1,1
"org.broadleafcommerce.cms.field.domain.FieldGroupImpl.getName()",1,1,1,1
"org.broadleafcommerce.cms.field.domain.FieldGroupImpl.isMasterFieldGroup()",1,1,2,1
"org.broadleafcommerce.cms.field.domain.FieldGroupImpl.setFieldDefinitions(List<FieldDefinition>)",1,1,1,1
"org.broadleafcommerce.cms.field.domain.FieldGroupImpl.setId(Long)",1,1,1,1
"org.broadleafcommerce.cms.field.domain.FieldGroupImpl.setInitCollapsedFlag(Boolean)",1,1,1,1
"org.broadleafcommerce.cms.field.domain.FieldGroupImpl.setName(String)",1,1,1,1
"org.broadleafcommerce.cms.field.type.FieldType.FieldType()",1,1,1,1
"org.broadleafcommerce.cms.field.type.FieldType.FieldType(String,String)",1,1,1,1
"org.broadleafcommerce.cms.field.type.FieldType.equals(Object)",7,2,7,7
"org.broadleafcommerce.cms.field.type.FieldType.getFriendlyType()",1,1,1,1
"org.broadleafcommerce.cms.field.type.FieldType.getInstance(String)",1,1,1,1
"org.broadleafcommerce.cms.field.type.FieldType.getType()",1,1,1,1
"org.broadleafcommerce.cms.field.type.FieldType.hashCode()",1,1,1,1
"org.broadleafcommerce.cms.field.type.FieldType.setType(String)",1,2,2,2
"org.broadleafcommerce.cms.field.type.StorageType.StorageType()",1,1,1,1
"org.broadleafcommerce.cms.field.type.StorageType.StorageType(String,String)",1,1,1,1
"org.broadleafcommerce.cms.field.type.StorageType.equals(Object)",7,2,7,7
"org.broadleafcommerce.cms.field.type.StorageType.getFriendlyType()",1,1,1,1
"org.broadleafcommerce.cms.field.type.StorageType.getInstance(String)",1,1,1,1
"org.broadleafcommerce.cms.field.type.StorageType.getType()",1,1,1,1
"org.broadleafcommerce.cms.field.type.StorageType.hashCode()",1,1,1,1
"org.broadleafcommerce.cms.field.type.StorageType.setType(String)",1,2,2,2
"org.broadleafcommerce.cms.file.StaticAssetMultiTenantExtensionManager.StaticAssetMultiTenantExtensionManager()",1,1,1,1
"org.broadleafcommerce.cms.file.dao.StaticAssetDaoImpl.addOrUpdateStaticAsset(StaticAsset,boolean)",1,2,2,2
"org.broadleafcommerce.cms.file.dao.StaticAssetDaoImpl.delete(StaticAsset)",1,2,2,2
"org.broadleafcommerce.cms.file.dao.StaticAssetDaoImpl.readAllStaticAssets()",1,2,2,2
"org.broadleafcommerce.cms.file.dao.StaticAssetDaoImpl.readStaticAssetByFullUrl(String)",2,5,5,5
"org.broadleafcommerce.cms.file.dao.StaticAssetDaoImpl.readStaticAssetById(Long)",2,3,3,3
"org.broadleafcommerce.cms.file.dao.StaticAssetDaoQueryExtensionManager.StaticAssetDaoQueryExtensionManager()",1,1,1,1
"org.broadleafcommerce.cms.file.dao.StaticAssetStorageDaoImpl.create()",1,1,1,1
"org.broadleafcommerce.cms.file.dao.StaticAssetStorageDaoImpl.createBlob(InputStream,long)",1,1,1,1
"org.broadleafcommerce.cms.file.dao.StaticAssetStorageDaoImpl.createBlob(MultipartFile)",1,1,1,1
"org.broadleafcommerce.cms.file.dao.StaticAssetStorageDaoImpl.delete(StaticAssetStorage)",1,2,2,2
"org.broadleafcommerce.cms.file.dao.StaticAssetStorageDaoImpl.readStaticAssetStorageById(Long)",1,1,1,1
"org.broadleafcommerce.cms.file.dao.StaticAssetStorageDaoImpl.readStaticAssetStorageByStaticAssetId(Long)",1,1,1,1
"org.broadleafcommerce.cms.file.dao.StaticAssetStorageDaoImpl.save(StaticAssetStorage)",2,2,2,2
"org.broadleafcommerce.cms.file.domain.ImageStaticAssetImpl.getHeight()",1,1,1,1
"org.broadleafcommerce.cms.file.domain.ImageStaticAssetImpl.getWidth()",1,1,1,1
"org.broadleafcommerce.cms.file.domain.ImageStaticAssetImpl.setHeight(Integer)",1,1,1,1
"org.broadleafcommerce.cms.file.domain.ImageStaticAssetImpl.setWidth(Integer)",1,1,1,1
"org.broadleafcommerce.cms.file.domain.StaticAssetDescriptionImpl.cloneEntity()",1,1,1,1
"org.broadleafcommerce.cms.file.domain.StaticAssetDescriptionImpl.createOrRetrieveCopyInstance(MultiTenantCopyContext)",2,1,2,2
"org.broadleafcommerce.cms.file.domain.StaticAssetDescriptionImpl.getAuditable()",1,1,1,1
"org.broadleafcommerce.cms.file.domain.StaticAssetDescriptionImpl.getDescription()",1,1,1,1
"org.broadleafcommerce.cms.file.domain.StaticAssetDescriptionImpl.getId()",1,1,1,1
"org.broadleafcommerce.cms.file.domain.StaticAssetDescriptionImpl.getLongDescription()",1,1,1,1
"org.broadleafcommerce.cms.file.domain.StaticAssetDescriptionImpl.setAuditable(AdminAuditable)",1,1,1,1
